Date,Open,High,Low,Close ,Adj Close,Volume
9-Aug-24,23.78,24.52,20.26,20.37,20.37,-
8-Aug-24,28.34,29.47,23.36,23.79,23.79,-
7-Aug-24,24.77,29.76,21.97,27.85,27.85,-
6-Aug-24,33.71,34.77,24.02,27.71,27.71,-
5-Aug-24,23.39,65.73,23.39,38.57,38.57,-
2-Aug-24,20.52,29.66,20.01,23.39,23.39,-
1-Aug-24,16.2,19.48,15.95,18.59,18.59,-
31-Jul-24,16.66,16.77,15.71,16.36,16.36,-
30-Jul-24,16.64,18.32,16.26,17.69,17.69,-
29-Jul-24,16.59,17.21,16.23,16.6,16.6,-
26-Jul-24,17.97,18.05,16.37,16.39,16.39,-
25-Jul-24,18.41,19.36,16.42,18.46,18.46,-
24-Jul-24,15.35,18.46,15.18,18.04,18.04,-
23-Jul-24,15.21,15.35,13.9,14.72,14.72,-
22-Jul-24,16.79,16.89,14.75,14.91,14.91,-
19-Jul-24,16.44,17.19,10.62,16.52,16.52,-
18-Jul-24,14.27,16.43,14.08,15.93,15.93,-
17-Jul-24,13.6,14.88,13.54,14.48,14.48,-
16-Jul-24,13.38,13.47,12.95,13.19,13.19,-
15-Jul-24,12.78,13.26,12.75,13.12,13.12,-
12-Jul-24,12.87,12.89,12.11,12.46,12.46,-
11-Jul-24,12.88,13.33,12.23,12.92,12.92,-
10-Jul-24,12.51,12.92,12.39,12.85,12.85,-
9-Jul-24,12.48,12.61,12.35,12.51,12.51,-
8-Jul-24,12.91,12.91,12.31,12.37,12.37,-
5-Jul-24,12.37,12.61,11.84,12.48,12.48,-
3-Jul-24,12.13,12.23,11.95,12.09,12.09,-
2-Jul-24,12.67,12.88,11.85,12.03,12.03,-
1-Jul-24,12.98,13.26,12.1,12.22,12.22,-
28-Jun-24,12.24,12.76,11.87,12.44,12.44,-
27-Jun-24,12.69,12.77,12.21,12.24,12.24,-
26-Jun-24,12.81,13.24,12.37,12.55,12.55,-
25-Jun-24,13.48,13.52,12.84,12.84,12.84,-
24-Jun-24,13.85,13.88,13.15,13.33,13.33,-
21-Jun-24,13.22,13.78,12.99,13.2,13.2,-
20-Jun-24,12.5,13.55,12.18,13.28,13.28,-
18-Jun-24,12.7,12.74,12.24,12.3,12.3,-
17-Jun-24,13.07,13.29,12.5,12.75,12.75,-
14-Jun-24,12.22,13.45,12.12,12.66,12.66,-
13-Jun-24,12.05,12.68,11.88,11.94,11.94,-
12-Jun-24,13.1,13.15,11.94,12.04,12.04,-
11-Jun-24,12.85,13.47,12.78,12.85,12.85,-
10-Jun-24,13.09,13.28,12.62,12.74,12.74,-
7-Jun-24,12.69,13.08,12.11,12.22,12.22,-
6-Jun-24,12.75,12.98,12.54,12.58,12.58,-
5-Jun-24,13.14,13.25,12.6,12.63,12.63,-
4-Jun-24,13.51,14.08,13.11,13.16,13.16,-
3-Jun-24,13.08,14.31,13,13.11,13.11,-
31-May-24,14.5,14.87,12.84,12.92,12.92,-
30-May-24,14.82,14.88,13.67,14.47,14.47,-
29-May-24,13.75,14.32,13.69,14.28,14.28,-
28-May-24,12.51,13.44,12.36,12.92,12.92,-
24-May-24,12.86,12.89,11.89,11.93,11.93,-
23-May-24,11.53,13.37,11.52,12.77,12.77,-
22-May-24,12.05,12.81,11.78,12.29,12.29,-
21-May-24,12.3,12.56,11.84,11.86,11.86,-
20-May-24,12.27,12.59,12.07,12.15,12.15,-
17-May-24,12.28,12.48,11.91,11.99,11.99,-
16-May-24,12.52,12.67,12.33,12.42,12.42,-
15-May-24,13.73,13.94,12.38,12.45,12.45,-
14-May-24,13.71,14.03,13.27,13.42,13.42,-
13-May-24,13.26,13.66,13.25,13.6,13.6,-
10-May-24,12.77,12.96,12.5,12.55,12.55,-
9-May-24,13.08,13.29,12.68,12.69,12.69,-
8-May-24,13.24,13.51,12.94,13,13,-
7-May-24,13.52,13.64,13.16,13.23,13.23,-
