Date,Open,High,Low,Close ,Adj Close ,Volume
24-Jan-24,3.21,3.27,3.05,3.08,3.08,"5,925,600"
23-Jan-24,3.13,3.21,2.97,3.12,3.12,"13,234,800"
22-Jan-24,3.28,3.35,3.06,3.1,3.1,"10,325,800"
19-Jan-24,3.37,3.47,3.05,3.09,3.09,"44,477,300"
18-Jan-24,4.35,4.46,3.94,4.16,4.16,"10,205,200"
17-Jan-24,4.06,4.41,4.02,4.28,4.28,"2,673,400"
16-Jan-24,4.17,4.2,4.02,4.13,4.13,"1,607,800"
12-Jan-24,4.34,4.52,4.13,4.16,4.16,"2,337,700"
11-Jan-24,4.88,4.88,4.2,4.27,4.27,"4,229,700"
10-Jan-24,4.9,5.01,4.8,4.95,4.95,"1,738,100"
9-Jan-24,4.91,5.02,4.81,4.89,4.89,"1,024,800"
8-Jan-24,5.02,5.02,4.78,4.94,4.94,"1,494,200"
5-Jan-24,4.81,5.11,4.72,5.01,5.01,"1,501,600"
4-Jan-24,4.93,5.04,4.82,4.82,4.82,"1,897,600"
3-Jan-24,5.03,5.13,4.86,4.93,4.93,"2,925,300"
2-Jan-24,5.86,5.86,4.6,4.85,4.85,"6,285,200"
29-Dec-23,6.14,6.14,5.74,6.03,6.03,"2,497,800"
28-Dec-23,6.32,6.36,6.03,6.18,6.18,"1,594,000"
27-Dec-23,6.19,6.71,6.19,6.36,6.36,"3,079,900"
26-Dec-23,6.1,6.3,5.97,6.19,6.19,"1,808,500"
22-Dec-23,5.79,6.09,5.68,6.07,6.07,"2,600,400"
21-Dec-23,5.29,5.84,5.27,5.81,5.81,"2,569,200"
20-Dec-23,5.53,5.53,5.16,5.17,5.17,"2,240,300"
19-Dec-23,5.37,5.57,5.32,5.56,5.56,"1,383,800"
18-Dec-23,5.39,5.4,5.12,5.32,5.32,"1,690,300"
15-Dec-23,5.58,5.62,5.35,5.44,5.44,"2,036,700"
14-Dec-23,5.35,5.54,5.3,5.49,5.49,"1,491,400"
13-Dec-23,5.14,5.26,5.01,5.24,5.24,"1,721,500"
12-Dec-23,5.22,5.24,5.01,5.14,5.14,"1,263,400"
11-Dec-23,5.5,5.5,5.14,5.24,5.24,"1,606,100"
8-Dec-23,5.11,5.55,5.08,5.48,5.48,"1,999,300"
7-Dec-23,5.12,5.13,4.98,5.11,5.11,"1,010,200"
6-Dec-23,4.88,5.22,4.83,5.1,5.1,"1,391,000"
5-Dec-23,4.95,4.99,4.71,4.83,4.83,"1,403,100"
4-Dec-23,5.19,5.47,4.93,4.95,4.95,"3,545,200"
1-Dec-23,4.88,5.2,4.76,5.18,5.18,"1,738,300"
30-Nov-23,5.08,5.15,4.8,4.85,4.85,"1,509,300"
29-Nov-23,4.66,5.03,4.65,5.02,5.02,"2,232,600"
28-Nov-23,4.73,4.77,4.5,4.58,4.58,"1,479,700"
27-Nov-23,4.72,4.79,4.52,4.76,4.76,"1,604,200"
24-Nov-23,4.33,4.9,4.18,4.84,4.84,"2,303,600"
22-Nov-23,4.38,4.47,4.22,4.35,4.35,"2,107,800"
21-Nov-23,4.77,4.77,4.25,4.31,4.31,"2,367,900"
20-Nov-23,4.85,4.89,4.71,4.78,4.78,"1,370,100"
17-Nov-23,4.59,4.89,4.59,4.83,4.83,"2,301,100"
16-Nov-23,4.65,4.74,4.41,4.57,4.57,"2,118,800"
